Data;Palmeira;Altura Palmeira (m);Área;Quadrante;Número;Família;Gênero;Espécie;Altura (cm);Dap (mm);Coletada;Nativa;Estágio sucessional;Obs;Identificação
14/7/2020;8;6;Copa;2;4832;Sapindaceae;Cupania;Cupania oblongifolia;50;2,16;N;S;Secundária Inicial;;
14/7/2020;8;6;Copa;2;4833;Sapindaceae;Cupania;Cupania oblongifolia;600;44,84;N;S;Secundária Inicial;;
14/7/2020;8;6;Copa;2;4834;Myrtaceae;Eugenia;Eugenia brasiliensis;49;10,75;S;S;Secundária Inicial;;
14/7/2020;8;6;Copa;2;4835;Sapindaceae;Cupania;Cupania oblongifolia;70;11,5;N;S;Secundária Inicial;;
14/7/2020;8;6;Copa;3;4837;Sapindaceae;Cupania;Cupania oblongifolia;21;3,93;N;S;Secundária Inicial;;
14/7/2020;8;6;Copa;3;4841;Sapindaceae;Cupania;Cupania oblongifolia;22;3,23;N;S;Secundária Inicial;;
14/7/2020;8;6;Copa;4;4842;Arecaceae;Euterpe;Euterpe edulis;27;4,48;N;S;Secundária Tardia;;
14/7/2020;8;6;Copa;4;4843;Sapindaceae;Cupania;Cupania oblongifolia;400;22,61;N;S;Secundária Inicial;;
14/7/2020;8;6;Copa;4;4844;Sapindaceae;Cupania;Cupania oblongifolia;98;14,35;N;S;Secundária Inicial;;
14/7/2020;8;6;Externo;1;4845;Sapindaceae;Cupania;Cupania oblongifolia;47;4,72;N;S;Secundária Inicial;;
14/7/2020;8;6;Externo;1;4846;Sapindaceae;Cupania;Cupania oblongifolia;49;4,62;N;S;Secundária Inicial;;
14/7/2020;8;6;Externo;1;4847;Sapindaceae;Cupania;Cupania oblongifolia;24;3,14;N;S;Secundária Inicial;;
14/7/2020;8;6;Externo;2;4848;Pendente;Pendente;Pendente;39;3,85;S;;;idem 4834;
14/7/2020;8;6;Externo;2;4849;Sapindaceae;Cupania;Cupania oblongifolia;54;5,6;N;S;Secundária Inicial;;
14/7/2020;8;6;Externo;2;4850;Sapindaceae;Cupania;Cupania oblongifolia;28;3,3;N;S;Secundária Inicial;;
14/7/2020;8;6;Externo;2;4851;Myrtaceae;Myrciaria;Myrciaria floribunda;51;4,93;S;S;Secundária Tardia;;
14/7/2020;8;6;Externo;2;4852;Myrtaceae;Myrciaria;Myrciaria floribunda;23;2,05;S;S;Secundária Tardia;;
14/7/2020;8;6;Externo;2;4853;Sapindaceae;Cupania;Cupania oblongifolia;93;4,05;N;S;Secundária Inicial;;
14/7/2020;8;6;Externo;2;4854;Sapindaceae;Cupania;Cupania oblongifolia;250;23;N;S;Secundária Inicial;;
14/7/2020;8;6;Externo;2;4855;Sapindaceae;Cupania;Cupania oblongifolia;50;4,9;N;S;Secundária Inicial;;
14/7/2020;8;6;Externo;2;4856;Sapindaceae;Cupania;Cupania oblongifolia;68;9,95;N;S;Secundária Inicial;;
14/7/2020;8;6;Externo;3;4857;Sapindaceae;Cupania;Cupania oblongifolia;20;3,5;N;S;Secundária Inicial;;
14/7/2020;8;6;Externo;3;4858;Pendente;Pendente;Pendente;60;6,11;S;;;;
14/7/2020;8;6;Externo;3;4860;Indeterminada 2;Indeterminada 2;Indeterminada 2;94;17,01;S;S;;idem 4788;Confirmar
14/7/2020;8;6;Externo;3;4861;Rubiaceae;Coffea;Coffea arabica;42;4,68;N;N;Umbrófila;;
14/7/2020;8;6;Externo;3;4862;Rubiaceae;Coffea;Coffea arabica;23;2;N;N;Umbrófila;;
14/7/2020;8;6;Externo;3;4863;Rubiaceae;Coffea;Coffea arabica;48;3;N;N;Umbrófila;;
14/7/2020;8;6;Externo;3;4864;Rubiaceae;Coffea;Coffea arabica;28;2,25;N;N;Umbrófila;;
14/7/2020;8;6;Externo;4;4865;Sapindaceae;Cupania;Cupania oblongifolia;79;7,79;N;S;Secundária Inicial;;
14/7/2020;8;6;Externo;4;4867;Sapindaceae;Cupania;Cupania oblongifolia;29;4,12;N;S;Secundária Inicial;;
14/7/2020;8;6;Externo;4;4868;Sapindaceae;Cupania;Cupania oblongifolia;53;6,31;N;S;Secundária Inicial;;
4/8/2020;9;6;Copa;1;4866;Arecaceae;Euterpe;Euterpe edulis;39;6,75;N;S;Secundária Tardia;;
4/8/2020;9;6;Copa;1;4869;Arecaceae;Archontophoenix;Archontophoenix cunninghamiana;22;3,65;N;N;Não Classificada;;
4/8/2020;9;6;Copa;2;4870;Sapindaceae;Cupania;Cupania oblongifolia;73;7,57;N;S;Secundária Inicial;;
4/8/2020;9;6;Copa;2;4871;Sapindaceae;Cupania;Cupania oblongifolia;24;3,89;N;S;Secundária Inicial;;
4/8/2020;9;6;Copa;3;4872;Pendente;Pendente;Pendente;300;35,54;S;;;;
4/8/2020;9;6;Copa;3;4873;Sapindaceae;Cupania;Cupania oblongifolia;170;20,5;N;S;Secundária Inicial;;
4/8/2020;9;6;Copa;4;4874;Sapindaceae;Cupania;Cupania oblongifolia;27;4,85;N;S;Secundária Inicial;;
4/8/2020;9;6;Copa;4;4875;Sapindaceae;Cupania;Cupania oblongifolia;72;7,82;N;S;Secundária Inicial;;
4/8/2020;9;6;Externo;1;4876;Arecaceae;Euterpe;Euterpe edulis;43;6,4;N;S;Secundária Tardia;;
4/8/2020;9;6;Externo;1;4878;Rubiaceae;Psychotria;Psychotria suterella;41;3,8;N;S;Umbrófila;;
4/8/2020;9;6;Externo;1;4879;Pendente;Pendente;Pendente;29;6,15;S;;;;
4/8/2020;9;6;Externo;2;4880;Arecaceae;Euterpe;Euterpe edulis;54;10,58;N;S;Secundária Tardia;;
4/8/2020;9;6;Externo;2;4882;Pendente;Pendente;Pendente;50;9,77;N;;;;
4/8/2020;9;6;Externo;2;4883;Arecaceae;Euterpe;Euterpe edulis;65;7,87;N;S;Secundária Tardia;;
4/8/2020;9;6;Externo;2;4881;Arecaceae;Euterpe;Euterpe edulis;26;4,81;N;S;Secundária Tardia;;
4/8/2020;9;6;Externo;2;4877;Arecaceae;Euterpe;Euterpe edulis;23;4,16;N;S;Secundária Tardia;;
4/8/2020;9;6;Externo;2;4884;Pendente;Pendente;Pendente;28;3,37;S;;;amostra está sem numero;
4/8/2020;9;6;Externo;3;4885;Sapindaceae;Cupania;Cupania oblongifolia;135;10,75;N;S;Secundária Inicial;;
4/8/2020;9;6;Externo;3;4886;Sapindaceae;Cupania;Cupania oblongifolia;39;4,82;N;S;Secundária Inicial;;
4/8/2020;9;6;Externo;3;4888;Sapindaceae;Cupania;Cupania oblongifolia;20;1,8;S;S;Secundária Inicial;;
4/8/2020;9;6;Externo;3;4887;Arecaceae;Archontophoenix;Archontophoenix cunninghamiana;26;1,4;N;N;Não Classificada;;
4/8/2020;9;6;Externo;3;4889;Sapindaceae;Cupania;Cupania oblongifolia;250;16,45;N;S;Secundária Inicial;;
4/8/2020;9;6;Externo;3;4890;Sapindaceae;Cupania;Cupania oblongifolia;37;6,13;N;S;Secundária Inicial;;
4/8/2020;9;6;Externo;4;NA;NA;NA;NA;NA;NA;NA;;;NA;NA
4/8/2020;10;6;Externo;1;4898;Arecaceae;Euterpe;Euterpe edulis;125;25,06;N;S;Secundária Tardia;;
4/8/2020;10;6;Externo;1;4892;Rubiaceae;Coffea;Coffea arabica;43;5,93;N;N;Umbrófila;;
4/8/2020;10;6;Externo;1;4891;Pendente;Pendente;Pendente;87;12,34;S;;;;
4/8/2020;10;6;Externo;2;4900;Sapindaceae;Cupania;Cupania oblongifolia;45;12,54;N;S;Secundária Inicial;;
4/8/2020;10;6;Externo;2;4897;Rubiaceae;Psychotria;Psychotria suterella;150;40,79;N;S;Umbrófila;;
4/8/2020;10;6;Externo;2;4896;Pendente;Pendente;Pendente;20;1,74;S;;;;
4/8/2020;10;6;Externo;2;4893;Pendente;Pendente;Pendente;600;41,44;S;;;;
4/8/2020;10;6;Externo;2;4899;Pendente;Pendente;Pendente;800;67,13;N;;;idem 4893;
4/8/2020;10;6;Externo;3;4894;Pendente;Pendente;Pendente;20;2,94;S;;;;
4/8/2020;10;6;Externo;3;4898;Sapindaceae;Cupania;Cupania oblongifolia;20;2,21;N;S;Secundária Inicial;;
4/8/2020;10;6;Externo;3;4901;Arecaceae;Archontophoenix;Archontophoenix cunninghamiana;20;1,2;N;N;Não Classificada;;
4/8/2020;10;6;Externo;4;4902;Rubiaceae;Coffea;Coffea arabica;100;9,52;N;N;Umbrófila;;
4/8/2020;10;6;Externo;4;4903;Rubiaceae;Coffea;Coffea arabica;133;11,68;N;N;Umbrófila;;
4/8/2020;10;6;Externo;4;4904;Rubiaceae;Coffea;Coffea arabica;55;5,41;N;N;Umbrófila;;
4/8/2020;10;6;Copa;1;NA;NA;NA;NA;NA;NA;NA;;;NA;NA
4/8/2020;10;6;Copa;2;4905;Sapindaceae;Cupania;Cupania oblongifolia;20;4,75;N;S;Secundária Inicial;;
4/8/2020;10;6;Copa;3;4907;Sapindaceae;Cupania;Cupania oblongifolia;38;4,23;N;S;Secundária Inicial;;
4/8/2020;10;6;Copa;3;4908;Arecaceae;Euterpe;Euterpe edulis;22;4,01;N;S;Secundária Tardia;;
4/8/2020;10;6;Copa;3;4909;Rutaceae;Citrus;Citrus sp;55;7,64;N;NA;Não Classificada;;
4/8/2020;10;6;Copa;3;4910;Rubiaceae;Coffea;Coffea arabica;75;4,75;N;N;Umbrófila;;
4/8/2020;10;6;Copa;4;4911;Rubiaceae;Coffea;Coffea arabica;70;6,58;N;N;Umbrófila;;
